years,data
1970,0.2329
1971,0.58366
1972,6.21964
1973,35.76797
1974,59.41273
1975,79.21962
1976,140.5432
1977,198.40159
1978,345.28959
1979,615.46946
1980,844.59955
1981,1223.77433
1982,1474.52397
1983,1711.34121
1984,1781.69357
1985,1812.30451
1986,1794.94217
1987,1850.79963
1988,1852.30738
1989,1924.39985
1990,1918.27893
1991,1982.22987
1992,1960.69349
1993,2033.37969
1994,1868.45415
1995,1819.45234
1996,1919.61289
1997,1920.64645
1998,1859.6418
1999,1853.46518
2000,1902.40362
2001,1992.86733
2002,1978.19537
2003,2024.43185
2004,2147.30428
2005,2190.16775
2006,2424.06198
2007,2662.7217
2008,3058.90695
2009,2836.34499
