years,data
1960,3260.6951
1961,2855.33566
1962,3883.30057
1963,3654.44648
1964,3370.36053
1965,3457.4984
1966,3011.51658
1967,2670.9906
1968,2222.95601
1969,2186.8411
1970,2007.02767
1971,1997.77364
1972,1564.65591
1973,1554.43372
1974,1603.05019
1975,1312.11527
1976,1270.10279
1977,1361.47989
1978,1278.61912
1979,1175.82048
1980,1263.92299
1981,1301.43235
1982,903.05278
1983,762.28418
1984,962.63304
1985,1317.12418
1986,1539.40854
1987,1150.16591
1988,1012.67885
1989,819.82112
1990,837.89486
1991,655.43535
1992,783.4834
1993,693.01064
1994,773.07663
1995,644.76546
1996,624.97312
1997,657.61525
1998,554.54126
1999,795.73055
2000,608.6949
2001,467.9077
2002,532.9662
2003,511.36974
2004,483.9473
2005,510.84561
2006,494.35035
2007,492.04553
2008,418.34594
2009,347.27032
