years,data
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,9.259
1972,1850.876
1973,4731.184
1974,5196.256
1975,9044.354
1976,12351.121
1977,16510.247
1978,25109.619
1979,34935.651
1980,45350.907
1981,51142.252
1982,56540.455
1983,64006.624
1984,66956.997
1985,71818.004
1986,74757.191
1987,78802.122
1988,82888.598
1989,87154.805
1990,87247.97
1991,87855.768
1992,87333.234
1993,92135.417
1994,88478.896
1995,88357.634
1996,94189.507
1997,96536.787
1998,94660.727
1999,97745.696
2000,97075.568
2001,92437.807
2002,95672.686
2003,100269.279
2004,101762.999
2005,101232.971
2006,99660.962
2007,102915.788
2008,101839.927
2009,95406.65
