years,data
1970,125357.7705
1971,130603.1985
1972,142927.3596
1973,153905.9677
1974,159337.5032
1975,169952.515
1976,187106.6896
1977,213006.6323
1978,226225.836
1979,241177.22
1980,240348.104
1981,248751.2853
1982,238795.2423
1983,251747.7139
1984,259466.0254
1985,256033.4653
1986,248563.7809
1987,246796.1201
1988,256174.2583
1989,259394.6256
1990,262881.4618
1991,263721.8687
1992,268493.7597
1993,269794.7962
1994,274081.3893
1995,273932.7755
1996,301597.4479
1997,318231.0196
1998,326603.523
1999,317373.5247
2000,322360.191
2001,307959.5946
2002,320961.6573
2003,329277.2997
2004,314457.1533
2005,302890.6993
2006,325368.5758
2007,334113.5709
2008,325091.2498
2009,293028.0445
