years,data
1960,16.85433
1961,16.87448
1962,16.98872
1963,17.00945
1964,16.92523
1965,16.90156
1966,16.82559
1967,16.68938
1968,16.59859
1969,21.80858
1970,17.88528
1971,15.8638
1972,15.59807
1973,15.3015
1974,15.18938
1975,18.82484
1976,15.36601
1977,15.20273
1978,15.5352
1979,15.97688
1980,16.29553
1981,16.10035
1982,17.14674
1983,15.68112
1984,15.95326
1985,15.57653
1986,15.90799
1987,15.15529
1988,14.0694
1989,14.56476
1990,14.78967
1991,15.05322
1992,14.31012
1993,15.18809
1994,15.48368
1995,14.96538
1996,15.3402
1997,15.55204
1998,14.23099
1999,14.22843
2000,16.28
2001,17.00044
2002,17.70065
2003,17.54537
2004,17.09972
2005,17.16594
2006,17.29
2007,21.64758
2008,21.58698
2009,20.48223
