years,data
1960,55966.8137
1961,59009.30456
1962,62382.45429
1963,74666.53215
1964,79796.92258
1965,80536.89877
1966,84385.32916
1967,89903.09007
1968,95596.96244
1969,99826.19092
1970,100279.4621
1971,106289.63
1972,116584.2602
1973,125645.3529
1974,128012.6157
1975,124910.086
1976,151009.2198
1977,174500.4144
1978,185722.3698
1979,206740.782
1980,218265.9883
1981,169650.9507
1982,141215.3602
1983,135366.0608
1984,147020.3452
1985,141140.7644
1986,143092.5944
1987,149750.052
1988,163657.2602
1989,162620.3327
1990,179963.9477
1991,179156.2702
1992,193552.7556
1993,187451.6337
1994,195052.0274
1995,186607.996
1996,214474.1727
1997,230943.938
1998,217875.5923
1999,218705.2266
2000,215033.4571
2001,196798.1634
2002,194894.1577
2003,208957.6647
2004,225617.9246
2005,210854.0864
2006,264203.8175
2007,254383.4995
2008,225700.4232
2009,200004.9414
