years,data
1960,10841.93746
1961,11801.1195
1962,14044.90606
1963,14649.65275
1964,15498.28985
1965,15365.14287
1966,17646.18326
1967,21162.41465
1968,24252.69564
1969,25101.30484
1970,24430.16986
1971,25067.43589
1972,25910.38541
1973,26532.97373
1974,25955.32366
1975,27307.89756
1976,25641.36139
1977,26703.81873
1978,27954.27577
1979,29262.55828
1980,30934.26729
1981,30922.34471
1982,42809.41965
1983,47270.00839
1984,64626.18146
1985,74500.18945
1986,80214.29554
1987,84561.67015
1988,94792.70403
1989,93265.4604
1990,95903.30176
1991,90674.11018
1992,90029.01023
1993,86960.78389
1994,83396.77861
1995,83002.28234
1996,99869.9372
1997,105654.75
1998,108635.3168
1999,104896.2455
2000,102716.6573
2001,112845.4954
2002,115597.8821
2003,101334.5013
2004,88820.70911
2005,80381.91133
2006,81452.23355
2007,75408.51802
2008,72515.89962
2009,61807.864
