years,data
1960,13570.9844
1961,13784.33943
1962,14202.23938
1963,14918.84554
1964,14967.38372
1965,15809.83934
1966,14121.66848
1967,15017.33387
1968,17658.40844
1969,20720.50176
1970,22454.11339
1971,24244.95167
1972,30562.7277
1973,36010.45243
1974,38270.99025
1975,37391.19928
1976,38486.84384
1977,43360.37912
1978,46671.30305
1979,49368.79418
1980,48286.39632
1981,57479.04552
1982,57044.5019
1983,53712.29608
1984,50536.80939
1985,53074.45044
1986,48967.09169
1987,48184.75563
1988,47679.30687
1989,50926.47788
1990,47368.92839
1991,52656.37357
1992,56186.74157
1993,60961.19189
1994,63121.2963
1995,64956.73971
1996,70190.59677
1997,73423.96903
1998,79063.42875
1999,79575.3967
2000,82848.41436
2001,91944.80809
2002,91635.28204
2003,90414.18142
2004,101506.0056
2005,104804.1027
2006,118413.0063
2007,119276.0776
2008,117817.2966
2009,108445.3999
