years,data
1960,10798.21497
1961,10509.25721
1962,10849.4288
1963,10845.94628
1964,11389.97241
1965,11000.8633
1966,11427.87048
1967,10061.60835
1968,11052.19437
1969,9661.92133
1970,9842.35696
1971,9869.22819
1972,10567.98418
1973,11020.51566
1974,10554.70795
1975,10541.76876
1976,11710.69501
1977,11572.81949
1978,12428.02919
1979,13004.58622
1980,11580.36138
1981,11106.01663
1982,10127.75518
1983,10603.48917
1984,11307.26583
1985,10537.99384
1986,10303.7986
1987,11649.03216
1988,11233.63327
1989,11522.20949
1990,11857.22778
1991,10607.65704
1992,10814.86031
1993,11012.33859
1994,11510.10278
1995,11312.42605
1996,10978.59857
1997,11597.62831
1998,12141.04073
1999,12268.0619
2000,12084.0797
2001,11071.68127
2002,10940.69068
2003,10114.65612
2004,10247.03602
2005,10193.6474
2006,9931.46776
2007,10255.96716
2008,9521.42755
2009,8560.43303
