years,data
1970,4119121.298
1971,4379612.542
1972,4564062.599
1973,5030700.993
1974,4866396.713
1975,4434058.477
1976,4719598.967
1977,5147551.877
1978,5481207.071
1979,5751647.678
1980,5850388.353
1981,6060164.327
1982,5641489.641
1983,5622746.932
1984,5971189.506
1985,6061369.137
1986,5943924.327
1987,6077569.463
1988,6523368.452
1989,6759493.176
1990,6691942.624
1991,6834245.933
1992,6923233.157
1993,6948598.266
1994,7123946.52
1995,7268132.883
1996,7901690.901
1997,8243769.303
1998,8278492.273
1999,8022169.339
2000,8303104.839
2001,8130332.252
2002,8392222.161
2003,8275228.02
2004,8363921.151
2005,7801604.69
2006,8157133.296
2007,8215069.035
2008,7891948.674
2009,7491720.863
